[2024-12-02 13:01:58] info: 	z2m: Logging to console, file (filename: log.log)
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3 vibration/update-latest_version', payload '-1'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3 vibration/update_available', payload 'false'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3 vibration/linkquality', payload '84'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3 vibration/voltage', payload '3100'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug', payload '{"ac_frequency":60,"current":0.01,"energy":0.14,"linkquality":255,"power":0.1,"power_factor":0,"power_on_behavior":"on","state":"ON","update":{"installed_version":268513368,"latest_version":268513368,"state":"idle"},"update_available":false,"voltage":117.5}'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/state', payload 'ON'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/voltage', payload '117.5'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/ac_frequency', payload '60'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/update-state', payload 'idle'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/update-installed_version', payload '268513368'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/update-latest_version', payload '268513368'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/update_available', payload 'false'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/linkquality', payload '255'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/power', payload '0.1'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/power_factor', payload '0'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/current', payload '0.01'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/power_on_behavior', payload 'on'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Zigbee Smart Plug/energy', payload '0.14'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor', payload '{"battery":100,"battery_low":false,"contact":false,"linkquality":236,"tamper":false,"update":{"installed_version":63,"latest_version":63,"state":"idle"},"update_available":false,"voltage":3100}'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor/battery', payload '100'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor/contact', payload 'false'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor/tamper', payload 'false'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor/battery_low', payload 'false'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor/linkquality', payload '236'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor/update-state', payload 'idle'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor/update-installed_version', payload '63'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor/update-latest_version', payload '63'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor/update_available', payload 'false'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/3rdReality Door Sensor/voltage', payload '3100'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara_Door', payload '{"battery":100,"contact":false,"device_temperature":33,"linkquality":255,"power_outage_count":7,"trigger_count":0,"voltage":3055}'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara_Door/contact', payload 'false'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara_Door/linkquality', payload '255'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara_Door/voltage', payload '3055'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara_Door/battery', payload '100'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara_Door/device_temperature', payload '33'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara_Door/power_outage_count', payload '7'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara_Door/trigger_count', payload '0'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100', payload '{"brightness":254,"color":{"x":0.5267,"y":0.4133},"color_mode":"color_temp","color_temp":500,"color_temp_startup":500,"linkquality":244,"power_on_behavior":"on","state":"ON","update":{"installed_version":16786690,"latest_version":16786690,"state":"idle"},"update_available":false}'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/color_mode', payload 'color_temp'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/color-x', payload '0.5267'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/color-y', payload '0.4133'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/brightness', payload '254'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/state', payload 'ON'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/update-state', payload 'idle'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/update-installed_version', payload '16786690'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/update-latest_version', payload '16786690'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/update_available', payload 'false'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/linkquality', payload '244'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/color_temp', payload '500'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/color_temp_startup', payload '500'
[2024-12-02 13:02:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Phillips1100/power_on_behavior', payload 'on'
[2024-12-02 13:02:01] info: 	z2m: Zigbee2MQTT started!
[2024-12-02 13:02:06] warning: 	z2m: Failed to ping '0x0ceff6fffe6b79ff' (attempt 1/1, ZCL command 0x0ceff6fffe6b79ff/1 genBasic.read(["zclVersion"], {"timeout":10000,"disableResponse":false,"disableRecovery":true,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Delivery failed for {"profileId":260,"clusterId":0,"sourceEndpoint":1,"destinationEndpoint":1,"options":4160,"groupId":0,"sequence":214}))
[2024-12-02 13:02:06] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0xb0c7defffe808a84/connection_state/config', payload '{"device":{"hw_version":"EmberZNet 7.4.4 [GA]","identifiers":["zigbee2mqtt_bridge_0xb0c7defffe808a84"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.40.1"},"device_class":"connectivity","entity_category":"diagnostic","name":"Connection state","object_id":"zigbee2mqtt_bridge_connection_state","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"payload_off":"offline","payload_on":"online","state_topic":"zigbee2mqtt/bridge/state","unique_id":"bridge_0xb0c7defffe808a84_connection_state_zigbee2mqtt","value_template":"{{ value }}"}'
[2024-12-02 13:02:06] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0xb0c7defffe808a84/restart_required/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state"}],"availability_mode":"all","device":{"hw_version":"EmberZNet 7.4.4 [GA]","identifiers":["zigbee2mqtt_bridge_0xb0c7defffe808a84"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"1.40.1"},"device_class":"problem","enabled_by_default":false,"entity_category":"diagnostic","name":"Restart required","object_id":"zigbee2mqtt_bridge_restart_required","origin":{"name":"Zigbee2MQTT","sw":"1.40.1","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0xb0c7defffe808a84_restart_required_zigbee2mqtt","value_template":"{{ value_json.restart_required }}"}'
